random_text,degree,data_points,coeffs,nth_root,text_decimal,text_hexa,coeffs_min_text,constant_nth_root,bisection_initial,secant_initial,newton_initial,x_coords,y_coords
ThlwL5ikKD,5,"[(0.8994067852679765, 0.5676967346635936), (0.9179330516991375, 0.8132468776032267), (0.6889106359226977, 0.04213850127614005), (0.40197566282355124, 0.0077254101636523576), (0.6685880010438947, 0.6166082406372906), (0.7046971466039769, 0.02607920497564531)]","[49378.155997155154, -178221.55493576272, 253093.99037970457, -176279.6887412755, 59988.16293550002, -7933.898997901543]",2.5,398605061744186601720644,0x54686c774c35696b4b44,"[49378.155997155154, -178221.55493576272, 253093.99037970457, -176279.6887412755, 59988.16293550002, -3.986050617441866e+23]",-36.29064332061688,"[36, -36]","[-37, -36]",-36,"(0.8994067852679765, 0.5676967346635936)","(0.9179330516991375, 0.8132468776032267)"
xhCd0hRAcL,13,"[(0.7546347201606405, 0.30104211899340405), (0.7705820619439189, 0.16379919066342463), (0.9006996134511549, 0.47501974284864923), (0.27105718668811396, 0.9715544985227133), (0.948004146517698, 0.20192048708241506), (0.5549805508254742, 0.07871067856237068), (0.31026346900916757, 0.425237880612805), (0.48830134262779445, 0.9872740641029936), (0.32217244050705574, 0.258275036528391), (0.4930831006953479, 0.32782317565550934), (0.8547262540531513, 0.4664149173453207), (0.06587149688388294, 0.9817002222951989), (0.6206389421459311, 0.1379552138446134), (0.8372645481034985, 0.6516544996546609)]","[-3809227760.854566, 29109636646.232773, -100900644503.64514, 209727098110.21762, -291129057963.33356, 284393144437.94165, -200610904669.4879, 103125778475.16568, -38469352739.63104, 10225649952.85215, -1866814297.1716723, 218691778.54383826, -14377921.26071158, 379501.05144418613]",4.333333333333333,568607295387546045997900,0x7868436430685241634c,"[-3809227760.854566, 29109636646.232773, -100900644503.64514, 209727098110.21762, -291129057963.33356, 284393144437.94165, -200610904669.4879, 103125778475.16568, -38469352739.63104, 10225649952.85215, -1866814297.1716723, 218691778.54383826, -14377921.26071158, -5.686072953875461e+23]",19.387003490572674,"[-19, 19]","[19, 20]",19,"(0.7546347201606405, 0.30104211899340405)","(0.7705820619439189, 0.16379919066342463)"
wFVDj01aje,11,"[(0.13170423617961813, 0.4565895527310646), (0.4027016762452682, 0.05209448505445691), (0.6184526852112892, 0.03357300566822308), (0.4704209986621196, 0.3235262057821048), (0.5991610336093375, 0.5127114399598415), (0.8349327210992048, 0.5010648682159785), (0.7283770159277565, 0.24821453398222426), (0.6802163236234511, 0.14529231677646215), (0.6170346939110757, 0.5356207009054201), (0.2203624967600254, 0.6962952101218753), (0.18270291496538948, 0.027117877065008122), (0.4074654966237393, 0.7016395858987791)]","[21368836491.136967, -112606140552.13968, 263846812825.16766, -362206086003.2769, 323033989281.1626, -196067564902.82397, 82422660718.86948, -23925896982.462868, 4684521376.147651, -587152523.1728634, 42259830.38445262, -1319264.2479222405]",3.6666666666666665,563259099756788346612325,0x774656446a3031616a65,"[21368836491.136967, -112606140552.13968, 263846812825.16766, -362206086003.2769, 323033989281.1626, -196067564902.82397, 82422660718.86948, -23925896982.462868, 4684521376.147651, -587152523.1728634, 42259830.38445262, -5.632590997567883e+23]",-46.68543374973808,"[47, -47]","[-47, -46]",-47,"(0.13170423617961813, 0.4565895527310646)","(0.4027016762452682, 0.05209448505445691)"
CStcWWjs22,11,"[(0.059827389875011905, 0.5079340478122704), (0.8053668911057721, 0.499164734912114), (0.5718701272023035, 0.12239639252836632), (0.41467017655197624, 0.8833340121216031), (0.29198195195735777, 0.3718837919507534), (0.47478578256130544, 0.02784146893728967), (0.19413618937232768, 0.5171164408772634), (0.4870394273373858, 0.08989594401804013), (0.15347738458094595, 0.7563255967086272), (0.559685813708444, 0.456211031550966), (0.18518260820322863, 0.5871783150292071), (0.9133002295680261, 0.7437122944090733)]","[48083110.32816347, -229174127.0997313, 476866724.675046, -569944036.3540286, 433136088.36068153, -218865953.5318804, 74699702.39639468, -17137876.464319468, 2576568.998080186, -240196.2009811061, 12366.002890032083, -260.0856070411106]",3.6666666666666665,317938020753348175802930,0x4353746357576a733232,"[48083110.32816347, -229174127.0997313, 476866724.675046, -569944036.3540286, 433136088.36068153, -218865953.5318804, 74699702.39639468, -17137876.464319468, 2576568.998080186, -240196.2009811061, 12366.002890032083, -3.179380207533482e+23]",-4.556885193597158,"[5, -5]","[-5, -4]",-5,"(0.059827389875011905, 0.5079340478122704)","(0.8053668911057721, 0.499164734912114)"
gnS8UtI7tQ,9,"[(0.5290530460349343, 0.2904736963254667), (0.2846487504570606, 0.7711457040696834), (0.7477830885212109, 0.430695051302449), (0.05634967412700076, 0.1150996180579964), (0.8119013197549385, 0.07088901067134257), (0.008298572040456587, 0.6125269977718285), (0.4195602614351709, 0.3423654455863262), (0.8856844214627392, 0.7962051245573145), (0.2685425549478103, 0.8695720093875328), (0.43083878772542983, 0.7955081845994352)]","[2024914.6807378097, -8108460.176719802, 13592169.326686919, -12376112.843746662, 6639579.115192159, -2125097.434491824, 389581.35816805036, -36334.101174598385, 1267.4932193274685, -7.616483250238653]",4.5,488438886220543284442193,0x676e5338557449377451,"[2024914.6807378097, -8108460.176719802, 13592169.326686919, -12376112.843746662, 6639579.115192159, -2125097.434491824, 389581.35816805036, -36334.101174598385, 1267.4932193274685, -4.8843888622054326e+23]",-1.5701655426641488,"[2, -2]","[-2, -1]",-2,"(0.5290530460349343, 0.2904736963254667)","(0.2846487504570606, 0.7711457040696834)"
mR3yInT8vO,5,"[(0.6506373337457696, 0.34169843404815115), (0.17676464463923736, 0.5786672975814067), (0.9967185429319096, 0.19148949927657966), (0.36684662836720994, 0.535110605805876), (0.18773277717261494, 0.28598188226452015), (0.013773518095100634, 0.9691097349843789)]","[2218.937682710998, -4879.183793017548, 3610.1062637431037, -1050.4600428413373, 102.35772687852875, -0.2506923063344193]",2.5,516254288723341836056143,0x6d523379496e5438764f,"[2218.937682710998, -4879.183793017548, 3610.1062637431037, -1050.4600428413373, 102.35772687852875, -5.162542887233418e+23]",-0.57498485066061,"[1, -1]","[-1, 0]",-1,"(0.6506373337457696, 0.34169843404815115)","(0.17676464463923736, 0.5786672975814067)"
rkPv2nLJ9g,9,"[(0.41527540786029804, 0.6175055661962263), (0.12392985722082606, 0.8929129044162767), (0.5012310598633893, 0.7954954884798472), (0.26343070240146016, 0.7954561575402963), (0.6823597529356266, 0.96104090975236), (0.7917749586904457, 0.007433117099756026), (0.9675050820559986, 0.246375750935517), (0.8053639517562865, 0.4485948460142136), (0.5895519959464042, 0.9194838599553408), (0.3187596874845664, 0.8545075910692737)]","[-675437.1062578482, 3201072.7582529467, -6548572.523949301, 7574626.773278062, -5445014.308344717, 2513834.499328412, -741819.9814630123, 134018.91094486168, -13317.287920786925, 546.4518473355262]",4.5,540329378540046070200679,0x726b5076326e4c4a3967,"[-675437.1062578482, 3201072.7582529467, -6548572.523949301, 7574626.773278062, -5445014.308344717, 2513834.499328412, -741819.9814630123, 134018.91094486168, -13317.287920786925, -5.4032937854004607e+23]",4.058306711995561,"[-4, 4]","[4, 5]",4,"(0.41527540786029804, 0.6175055661962263)","(0.12392985722082606, 0.8929129044162767)"
wrFI6mmtpo,13,"[(0.13579802013559394, 0.4630532311145952), (0.3618941313561703, 0.05175601519973583), (0.16093791266350543, 0.32174357097794837), (0.1941271576824285, 0.9556208204209649), (0.2564057004257252, 0.2698428942448846), (0.7343611077375285, 0.8696756381765706), (0.8052997117613501, 0.2855206459949955), (0.06325699669331464, 0.7946224979058543), (0.3028017817274309, 0.9349467851695061), (0.74324629785235, 0.4953655775391457), (0.7196722554716406, 0.1382317643614137), (0.04255506355775118, 0.40328143428868146), (0.7849840999344869, 0.3647072990758262), (0.7048721993873885, 0.8276910090514028)]","[-7801413202.351244, 41607316475.03578, -98300828990.84576, 135668412706.62192, -121511229560.3199, 74251812554.77301, -31704250392.182278, 9532342892.21553, -2007717215.3994374, 290773360.3514265, -27927816.825019836, 1667644.2260196023, -54811.739975007964, 742.4316355254705]",4.333333333333333,564069604924990239830127,0x77724649366d6d74706f,"[-7801413202.351244, 41607316475.03578, -98300828990.84576, 135668412706.62192, -121511229560.3199, 74251812554.77301, -31704250392.182278, 9532342892.21553, -2007717215.3994374, 290773360.3514265, -27927816.825019836, 1667644.2260196023, -54811.739975007964, -5.640696049249902e+23]",4.596837856238389,"[-5, 5]","[4, 5]",5,"(0.13579802013559394, 0.4630532311145952)","(0.3618941313561703, 0.05175601519973583)"
XyKLwrcHGC,5,"[(0.4184501318732655, 0.8417218271363898), (0.1936690500110202, 0.21793044351077562), (0.5447681286622142, 0.8900697464601617), (0.398714072052719, 0.8234732326522267), (0.33962001540077447, 0.2670379291011814), (0.8313473635810353, 0.7222591780432537)]","[-6891.6015388117, 16431.109892073648, -14903.629221754496, 6420.005655070743, -1303.9708153748156, 98.9801736851506]",2.5,417805732368431884814147,0x58794b4c777263484743,"[-6891.6015388117, 16431.109892073648, -14903.629221754496, 6420.005655070743, -1303.9708153748156, -4.178057323684319e+23]",6.28375559055567,"[-6, 6]","[6, 7]",6,"(0.4184501318732655, 0.8417218271363898)","(0.1936690500110202, 0.21793044351077562)"
26DLCyfzcr,7,"[(0.59198890368171, 0.7136772594013503), (0.9022301658352281, 0.3274324822296627), (0.2502701890781991, 0.2576870849063775), (0.3860696790336978, 0.997820978941006), (0.15875086168165298, 0.6105475153006998), (0.12550679267362275, 0.103864133045523), (0.9309360519750418, 0.4824000472323523), (0.35581468914279535, 0.011084385587777468)]","[-61524.431915930756, 202082.39766189014, -262273.275088274, 172129.52265855548, -61025.20662050226, 11602.073382565362, -1091.4377774660188, 39.67522475910666]",3.5,237119369706144074982258,0x3236444c4379667a6372,"[-61524.431915930756, 202082.39766189014, -262273.275088274, 172129.52265855548, -61025.20662050226, 11602.073382565362, -1091.4377774660188, -2.3711936970614407e+23]",2.8623308233334246,"[-3, 3]","[2, 3]",3,"(0.59198890368171, 0.7136772594013503)","(0.9022301658352281, 0.3274324822296627)"
i97iWTXs4u,7,"[(0.7000605280287098, 0.11681908391772422), (0.8104334318593538, 0.8474777408407619), (0.9642066462403185, 0.5643057112854593), (0.43716752149244376, 0.17305481132087275), (0.6949754609924813, 0.7007818335197694), (0.48508318700783537, 0.6705355500599737), (0.1386350517483289, 0.1389278156036815), (0.039629107568735944, 0.6621787746300143)]","[-183156.75710709635, 652213.3422048865, -931606.719188092, 680176.7954559496, -266736.9961629404, 53524.00029619373, -4620.5416853387915, 114.72417380162055]",3.5,496903937932078605350005,0x69393769575458733475,"[-183156.75710709635, 652213.3422048865, -931606.719188092, 680176.7954559496, -266736.9961629404, 53524.00029619373, -4620.5416853387915, -4.969039379320786e+23]",3.8767950265336597,"[-4, 4]","[3, 4]",4,"(0.7000605280287098, 0.11681908391772422)","(0.8104334318593538, 0.8474777408407619)"
psoh4k2enc,3,"[(0.6738464554411505, 0.96973596066475), (0.28110468145431644, 0.11520647700868714), (0.1714112518766293, 0.7508123043902964), (0.12612052774781657, 0.19881516419923506)]","[240.79465271133208, -255.35892270623128, 72.05448636353525, -5.309960148987962]",1.5,531034449373847661932131,0x70736f68346b32656e63,"[240.79465271133208, -255.35892270623128, 72.05448636353525, -5.310344493738477e+23]",-3.043646247542206,"[3, -3]","[-4, -3]",-3,"(0.6738464554411505, 0.96973596066475)","(0.28110468145431644, 0.11520647700868714)"
kyAHU9l0E1,5,"[(0.07154240810289225, 0.5798227732099126), (0.4828602868200377, 0.0014210778329293294), (0.10634578793051852, 0.10521148827608906), (0.17252632116933098, 0.8401728637307434), (0.5622481354102709, 0.3656999923840155), (0.4355699853622368, 0.7357775408189362)]","[-1083.4926273090464, 3155.2180842631487, -2786.5068036155794, 973.815704273589, -128.74623000865301, 5.746068149160633]",2.5,507529973803486798693681,0x6b79414855396c304531,"[-1083.4926273090464, 3155.2180842631487, -2786.5068036155794, 973.815704273589, -128.74623000865301, -5.075299738034868e+23]",2.0125575542890104,"[-2, 2]","[2, 3]",2,"(0.07154240810289225, 0.5798227732099126)","(0.4828602868200377, 0.0014210778329293294)"
QDliCJzTDQ,9,"[(0.81804303909244, 0.35267302842303583), (0.9904074070887718, 0.4363271665046633), (0.9492197010271203, 0.004212751894546729), (0.15299167545387105, 0.48738975294795195), (0.4680688840778744, 0.9737324164623673), (0.22968816460687447, 0.985827215590426), (0.5805206068326786, 0.5377105443821214), (0.5908494864010617, 0.13835834524274504), (0.9227522341963031, 0.524201630634179), (0.7577202361984166, 0.07982784368797824)]","[1370895.2739601166, -7885880.444154259, 19669914.799082316, -27818843.397449315, 24468214.212415483, -13795909.880099239, 4947414.814762728, -1077275.5319885346, 127678.6640993937, -6206.922186449804]",4.5,383773875558469321638993,0x51446c69434a7a544451,"[1370895.2739601166, -7885880.444154259, 19669914.799082316, -27818843.397449315, 24468214.212415483, -13795909.880099239, 4947414.814762728, -1077275.5319885346, 127678.6640993937, -3.8377387555846935e+23]",-6.9640422968951,"[7, -7]","[-7, -6]",-7,"(0.81804303909244, 0.35267302842303583)","(0.9904074070887718, 0.4363271665046633)"
PwSDgXM04R,7,"[(0.8115966317425902, 0.8718935496110651), (0.6230411716261054, 0.09821747993605945), (0.21458806058425595, 0.3526373256336405), (0.8782633064800753, 0.8362464249655112), (0.008845661595604959, 0.8215134291434464), (0.10846929960087393, 0.6482159830443947), (0.7084128989976951, 0.2933076313410865), (0.6156786429685062, 0.6417964802326083)]","[125353.2032691024, -420950.43116477854, 557268.7211389743, -365506.02349379857, 121827.1813400017, -18850.844638311442, 1080.478365833845, -7.343147566407902]",3.5,379990481208575567869010,0x5077534467584d303452,"[125353.2032691024, -420950.43116477854, 557268.7211389743, -365506.02349379857, 121827.1813400017, -18850.844638311442, 1080.478365833845, -3.7999048120857555e+23]",-1.7676445160557637,"[2, -2]","[-2, -1]",-2,"(0.8115966317425902, 0.8718935496110651)","(0.6230411716261054, 0.09821747993605945)"
V3BaN5qJKa,9,"[(0.6048899148155079, 0.7402758921216245), (0.2606455631320259, 0.24710084540198773), (0.5596933226713491, 0.06731818544738388), (0.3007288568307739, 0.45051998527923554), (0.321477464683817, 0.840210308073987), (0.680834600451895, 0.591350604820264), (0.8863834741342447, 0.728907789765498), (0.9677229207132347, 0.05387340284215436), (0.11190735502503046, 0.11896670508285168), (0.4734119918632531, 0.6485036659172071)]","[-377012.01956118626, 1518419.9881412603, -2493854.710216811, 2118722.765732932, -949379.005371076, 174154.8122193492, 22296.278236686718, -15781.511368330233, 2507.0575900755175, -128.350577668416]",4.5,407069084664819360615265,0x563342614e35714a4b61,"[-377012.01956118626, 1518419.9881412603, -2493854.710216811, 2118722.765732932, -949379.005371076, 174154.8122193492, 22296.278236686718, -15781.511368330233, 2507.0575900755175, -4.0706908466481934e+23]",-2.9412561656948393,"[3, -3]","[-3, -2]",-3,"(0.6048899148155079, 0.7402758921216245)","(0.2606455631320259, 0.24710084540198773)"
VcXSkrJcQT,7,"[(0.4284288396098699, 0.2358729267848929), (0.8167303359223909, 0.27618601944784527), (0.22777116253031637, 0.7115424741408332), (0.8907540837172196, 0.47534524317913085), (0.38673163323722104, 0.36302710019180884), (0.6007507118795075, 0.9019962132222363), (0.52718477626247, 0.44172676612679174), (0.39671195104765045, 0.7919354985367981)]","[-1586637.3094782026, 6155153.730228047, -9966228.003014848, 8719535.328125127, -4445551.464558097, 1318258.8228863643, -209934.89042503323, 13790.79495134331]",3.5,407956109738923757097300,0x566358536b724a635154,"[-1586637.3094782026, 6155153.730228047, -9966228.003014848, 8719535.328125127, -4445551.464558097, 1318258.8228863643, -209934.89042503323, -4.079561097389238e+23]",15.231399187338381,"[-15, 15]","[15, 16]",15,"(0.4284288396098699, 0.2358729267848929)","(0.8167303359223909, 0.27618601944784527)"
FX8zivupKT,3,"[(0.4343954942819461, 0.7457621294966633), (0.8657783423700879, 0.8044911707480327), (0.2396923906088303, 0.392708001147167), (0.27062376875331484, 0.07905201796044015)]","[-127.14118685345278, 193.10162863856527, -83.82002551261613, 11.140420403268294]",1.5,332193036960532385516372,0x4658387a697675704b54,"[-127.14118685345278, 193.10162863856527, -83.82002551261613, -3.3219303696053236e+23]",4.988091215509728,"[-5, 5]","[4, 5]",5,"(0.4343954942819461, 0.7457621294966633)","(0.8657783423700879, 0.8044911707480327)"
BMTEBpfsbV,7,"[(0.049106075174126795, 0.6119984064127431), (0.010204208969666007, 0.8432151404992857), (0.31216401623115153, 0.5482223039620654), (0.5831505719291664, 0.636470007416433), (0.9439021209730177, 0.4756133465224741), (0.43066433008479854, 0.34967343754812663), (0.30409161978533783, 0.887329318734778), (0.5497303769314877, 0.5801127014987909)]","[-93353.18431309133, 269752.01860872813, -304525.689090188, 170223.61820005163, -48551.03429685104, 6354.6689130811765, -259.63874480531416, 2.8807119957139853]",3.5,313102659495795321168470,0x424d5445427066736256,"[-93353.18431309133, 269752.01860872813, -304525.689090188, 170223.61820005163, -48551.03429685104, 6354.6689130811765, -259.63874480531416, -3.1310265949579535e+23]",1.3529622178740364,"[-1, 1]","[1, 2]",1,"(0.049106075174126795, 0.6119984064127431)","(0.010204208969666007, 0.8432151404992857)"
